Date,Open,High,Low,Close,Volume,MA4,MA5,MA10,MA20,MA40,MA60,BB_Middle,BB_Upper,BB_Lower,Volume_MA20,MACD,MACD_Signal,MACD_Histogram,Stoch_K,Stoch_D,RSI,Plus_DI,Minus_DI,ADX
2024-09-30,64200.0,64300.0,59900.0,60600.0,85415277.0,63050.0,64220.0,70760.0,75610.0,76050.0,74216.66666666667,75610.0,90971.59257094754,60248.40742905246,102355681.3,-3450.194262043442,-1104.3732936898896,-2345.8209683535524,4.316153706064455,3.603915004638337,27.032967032967036,10.113960113960113,14.814814814814813,25.885669705222714
2024-10-07,60200.0,61900.0,58900.0,59300.0,137364502.0,61775.0,62300.0,68730.0,74780.0,75617.5,74100.0,74780.0,91781.869866205,57778.130133795006,104259494.55,-4065.5897893421206,-1696.6165928203359,-2368.9731965217848,3.759578321113784,3.951835555676619,16.262135922330103,2.8315946348733236,15.499254843517138,28.700149759499915
2024-10-14,59500.0,61400.0,58500.0,59000.0,62116393.0,60775.0,61220.0,67160.0,74055.0,75265.0,73965.0,74055.0,92465.00586065835,55644.99413934165,99997354.3,-4525.337398600706,-2262.3607539764103,-2262.976644624296,1.8182844083658123,3.2980054785146735,17.268041237113408,2.909647779479326,11.1791730474732,31.060235610366558
2024-10-22,58800.0,60000.0,55800.0,55900.0,112212544.0,58700.0,59800.0,64730.0,72985.0,74795.0,73713.33333333333,72985.0,93017.00334202092,52952.99665797908,101899399.6,-5081.261167693905,-2826.140836719909,-2255.120330973996,1.1209136332260146,2.232925454235194,15.990453460620529,2.909647779479326,11.1791730474732,33.4203214612332
2024-10-28,55700.0,61200.0,55700.0,58300.0,130875210.0,58125.0,58620.0,62790.0,71920.0,74417.5,73513.33333333333,71920.0,92721.27526455,51118.72473545,103067806.55,-5267.454876610864,-3314.4036446981004,-1953.0512319127633,3.525859945494981,2.1550193290289266,22.303921568627445,4.696969696969696,11.060606060606059,34.472476112864285
2024-11-04,58600.0,59400.0,56300.0,57000.0,86084137.0,57550.0,57900.0,61060.0,70770.0,73962.5,73263.33333333333,70770.0,92223.31283459382,49316.68716540618,102537216.0,-5457.0088664847135,-3742.924689055423,-1714.0841774292903,4.729595677075749,3.125456418598905,22.303921568627445,3.04,12.64,37.54375388505691
2024-11-11,56700.0,56800.0,49900.0,53500.0,215587402.0,56175.0,56740.0,59520.0,69370.0,73447.5,73008.33333333333,69370.0,91518.2184147477,47221.781585252305,109640507.3,-5822.533971183759,-4158.84654548109,-1663.6874257026684,8.5799807155796,5.611812112716767,23.096446700507613,3.1561461794019934,13.122923588039868,40.949669822860606
2024-11-18,57000.0,57500.0,54700.0,56000.0,134877926.0,56200.0,56140.0,58680.0,67815.0,73027.5,72801.66666666667,67815.0,89070.9613929091,46559.0386070909,110040510.8,-5843.130176048442,-4495.703271594561,-1347.4269044538814,12.461995354826724,8.590523915827347,16.758241758241766,3.2367972742759794,13.798977853492334,43.85488309300279
2024-11-25,57400.0,58900.0,53800.0,54200.0,125769782.0,55175.0,55800.0,57800.0,66305.0,72560.0,72598.33333333333,66305.0,86880.04620446305,45729.953795536945,110618607.35,-5936.268169306546,-4783.816251136958,-1152.4519181695878,15.758069968417745,12.266682012941345,17.086834733893568,5.400981996726677,8.8379705400982,43.41815667829896
2024-12-02,54300.0,54400.0,52000.0,54100.0,120874387.0,54450.0,54960.0,56790.0,64790.0,72077.5,72366.66666666667,64790.0,84183.20553834851,45396.79446165149,111520468.2,-5949.566959815813,-5016.96639287273,-932.6005669430833,17.442835219136363,15.220966847460268,18.82716049382715,5.612244897959184,9.183673469387756,42.98143026359516
2024-12-09,53500.0,56500.0,53200.0,56100.0,110963118.0,55100.0,54780.0,56340.0,63550.0,71647.5,72155.0,63550.0,81740.16506970614,45359.83493029386,112742365.25,-5732.640747709782,-5160.101263840141,-572.5394838696411,22.003203860495123,18.401369682683068,27.93103448275862,9.747292418772563,9.747292418772563,40.82056591785686
2024-12-16,56300.0,56600.0,51900.0,53000.0,96348143.0,54350.0,54680.0,55710.0,62220.0,71165.0,71916.66666666667,62220.0,79326.55153042708,45113.44846957292,112889187.0,-5744.648521726893,-5277.010715417492,-467.63780630940073,23.60508843057757,21.017042503403008,29.347826086956516,9.927797833935017,9.747292418772563,38.8762018502949
2024-12-23,53400.0,54600.0,53200.0,53700.0,46571598.0,54225.0,54220.0,55180.0,61170.0,70535.0,71651.66666666667,61170.0,77616.41698300716,44723.58301699284,106246897.15,-5632.749786022614,-5348.158529538517,-284.59125648409736,26.131970151007682,23.913420814026782,32.71375464684016,10.091743119266056,12.293577981651376,36.74858928346179
2024-12-30,53300.0,55100.0,52300.0,54400.0,48573286.0,54300.0,54260.0,55030.0,59880.0,69835.0,71383.33333333333,59880.0,73911.63343456863,45848.366565431366,105882403.15,-5425.0484998038955,-5363.536523591593,-61.511976212302216,25.255376344086006,24.997478308557078,31.439393939393938,9.796672828096117,12.384473197781885,35.777411338599634
2025-01-06,54400.0,57700.0,54300.0,55300.0,103207887.0,54100.0,54500.0,54730.0,58760.0,69105.0,71096.66666666667,58760.0,70125.21007284947,47394.78992715054,108532527.2,-5128.700785532201,-5316.569375979715,187.86859044751418,33.58870967741934,28.325352057504332,38.81856540084388,14.877589453860644,12.617702448210924,35.01755671181741
2025-01-13,54600.0,55000.0,53200.0,53700.0,90392193.0,54275.0,54020.0,54400.0,57730.0,68355.0,70796.66666666667,57730.0,66632.30011673499,48827.699883265006,109560957.05,-4965.708122948607,-5246.3971253734935,280.6890024248869,36.43115942028984,31.758415147265055,38.33333333333333,15.13409961685824,12.835249042145595,30.668520070766075
2025-01-20,53600.0,54400.0,53100.0,53700.0,71155922.0,54275.0,54160.0,54420.0,56970.0,67757.5,70491.66666666667,56970.0,64316.492181199115,49623.507818800885,108067172.85,-4781.418052571731,-5153.401310813141,371.9832582414101,37.223932281646775,35.74793379311864,38.81856540084388,15.612648221343875,13.241106719367588,27.063057635643126
2025-01-31,52200.0,53000.0,51700.0,52400.0,42186279.0,53775.0,53900.0,54060.0,56370.0,67150.0,70155.0,56370.0,63095.31744506092,49644.68255493908,102643805.7,-4686.245854383902,-5059.970219527293,373.72436514339097,29.59856355008335,34.41788508400665,42.009132420091326,16.32231404958678,13.842975206611568,23.45759520052018
2025-02-03,51100.0,54200.0,50800.0,53700.0,106477524.0,53375.0,53760.0,54010.0,55905.0,66552.5,69828.33333333333,55905.0,61952.000126204264,49857.999873795736,103860243.45,-4454.572526978816,-4938.890681017598,484.31815403878136,31.917404129793496,32.91329998717453,38.94230769230769,17.062634989200866,14.47084233261339,21.16006396463278
2025-02-10,53000.0,57300.0,52900.0,56000.0,125030539.0,53950.0,53900.0,54200.0,55495.0,65972.5,69496.66666666667,55495.0,60118.27065819706,50871.72934180294,102604202.45,-4038.821942522067,-4758.876933318492,720.054990796425,43.30055719436249,34.93884162474644,47.706422018348626,23.10924369747899,12.815126050420167,18.833669747798176
2025-02-17,56100.0,59100.0,55700.0,58200.0,103229672.0,55075.0,54800.0,54410.0,55375.0,65492.5,69158.33333333333,55375.0,59542.480622251365,51207.519377748635,103494922.2,-3491.566391252287,-4505.414824905251,1013.8484336529646,65.64480142793394,46.954254250696636,61.46341463414634,25.056947608200453,20.273348519362187,15.214260749453683
2025-02-24,57300.0,57800.0,54500.0,54500.0,89892797.0,55600.0,54960.0,54560.0,55135.0,64957.5,68790.0,55135.0,58882.434209948624,51387.565790051376,101121336.95,-3318.1716842317837,-4267.966196770558,949.7945125387741,67.17090584560462,58.70542148930034,46.54377880184332,25.229357798165136,9.40366972477064,14.049643909340157
2025-03-04,53900.0,55400.0,53400.0,53700.0,61665843.0,55600.0,55220.0,54560.0,54870.0,64462.5,68466.66666666667,54870.0,58192.07924744643,51547.92075255357,101098809.45,-3208.3248717885726,-4056.037931774161,847.7130599855882,56.224899598393556,63.01353562397736,48.792270531400966,23.703703703703706,10.123456790123457,15.193076364124234
2025-03-10,53500.0,55900.0,52500.0,54700.0,83613087.0,55275.0,55420.0,54590.0,54810.0,63897.5,68133.33333333333,54810.0,58096.9118445256,51523.0881554744,99668836.6,-3005.9283677742205,-3846.0160189741728,840.0876511999522,42.168674698795165,55.18816004759777,51.388888888888886,24.337349397590362,9.879518072289157,16.48704708500122
2025-03-17,55500.0,61700.0,55400.0,61700.0,168263990.0,56150.0,56560.0,55230.0,54980.0,63450.0,67938.33333333333,54980.0,59235.819545046346,50724.180454953654,101538275.6,-2254.695455879504,-3527.7519063552395,1273.0564504757353,60.642570281124485,53.01204819277106,60.526315789473685,30.53097345132743,9.070796460176991,20.357757380292522
2025-03-24,61200.0,62000.0,59500.0,60200.0,84451498.0,57575.0,56960.0,55880.0,55140.0,62955.0,67688.33333333333,55140.0,59923.48034495019,50356.51965504981,101456643.65,-1760.0862462083896,-3174.21877432587,1414.1325281174804,76.97217441193344,59.927806463951015,64.4,31.86046511627907,19.069767441860463,22.086094813041164
2025-03-31,59500.0,59700.0,55700.0,56100.0,88912712.0,58175.0,57280.0,56120.0,55270.0,62320.0,67388.33333333333,55270.0,60006.90994103458,50533.09005896542,95122909.15,-1679.5794722927385,-2875.2909139192443,1195.7114416265058,77.08333333333333,71.56602600879707,54.22535211267606,29.847494553376908,15.032679738562091,23.74135503904785
2025-04-07,53300.0,56700.0,52900.0,55200.0,114987340.0,58300.0,57580.0,56400.0,55230.0,61522.5,67095.0,55230.0,59954.44928564485,50505.55071435515,94128379.85,-1669.1587295121863,-2634.064477037833,964.9057475256468,56.845238095238074,70.3002486135016,51.39860139860139,28.14498933901919,14.712153518123666,25.14682767586377
2025-04-14,56300.0,57100.0,54500.0,55300.0,53003689.0,56700.0,57700.0,56560.0,55285.0,60795.0,66801.66666666667,55285.0,59984.50725300548,50585.49274699452,90490075.2,-1633.9953700173064,-2434.0506556337277,800.0552856164213,42.26190476190475,58.730158730158706,50.0,22.99349240780911,18.43817787418655,25.34508384127191
2025-04-21,55200.0,56400.0,54700.0,55700.0,49386688.0,55575.0,56500.0,56530.0,55365.0,60077.5,66506.66666666667,55365.0,60033.94555885775,50696.05444114225,86915690.25,-1555.915867620839,-2258.42369803115,702.5078304103108,41.071428571428555,46.72619047619045,53.7593984962406,23.194748358862142,19.037199124726477,25.461182520079085
2025-04-28,55800.0,56500.0,54200.0,54300.0,55105429.0,55125.0,55320.0,56140.0,55275.0,59412.5,66190.0,55275.0,59953.67502611568,50596.32497388432,84122805.8,-1588.6921450296359,-2124.477387430847,535.7852424012112,38.39285714285713,40.5753968253968,51.07142857142858,22.91220556745182,18.629550321199144,25.61047539638792
2025-05-07,54500.0,55500.0,54300.0,54800.0,41271845.0,55025.0,55060.0,56170.0,55365.0,58792.5,65898.33333333333,55365.0,59927.213220979786,50802.786779020214,81368990.9,-1556.3807709763787,-2010.8580641399535,454.4772931635748,36.90476190476189,38.789682539682524,54.41176470588235,23.31154684095861,19.172113289760347,25.719361943630634
2025-05-12,55200.0,58600.0,55000.0,56800.0,68250680.0,55400.0,55380.0,56480.0,55520.0,58345.0,65530.0,55520.0,60054.592188476054,50985.407811523946,82452945.0,-1353.7848993280713,-1879.4434311775772,525.6585318495058,37.40914786967417,37.568922305764396,55.55555555555556,27.213822894168466,19.006479481641467,26.40063560531653
2025-05-19,56400.0,56700.0,54100.0,54200.0,53178256.0,55025.0,55160.0,56430.0,55510.0,57695.0,65060.0,55510.0,60055.85988623294,50964.14011376706,82683193.5,-1387.035599326373,-1780.9618648073365,393.9262654809636,32.95739348370926,35.75710108604843,46.808510638297875,21.300448430493272,19.730941704035875,24.627076023301385
2025-05-26,53900.0,57200.0,53700.0,56200.0,81013633.0,55500.0,55260.0,55880.0,55555.0,57157.5,64588.333333333336,55555.0,60109.91637221731,51000.08362778269,81573480.8,-1237.7358845179115,-1672.3166687494515,434.58078423154006,34.03508771929823,34.80054302422722,46.42857142857143,22.371364653243848,13.422818791946309,25.659021464794563
2025-06-02,56300.0,59900.0,56200.0,59100.0,55786525.0,56575.0,56220.0,55770.0,55825.0,56777.5,64178.333333333336,55825.0,60553.8031199625,51096.1968800375,79843197.4,-875.3188899013912,-1512.9171129798397,637.5982230784484,42.10526315789472,36.36591478696739,58.45588235294118,28.41163310961969,13.422818791946309,24.95427237671863
2025-06-09,60400.0,60400.0,57700.0,58300.0,86987247.0,56950.0,56920.0,55990.0,56055.0,56512.5,63856.666666666664,56055.0,60796.074717158845,51313.925282841155,80634763.65,-645.2164708724667,-1339.3769845583652,694.1605136858984,56.49122807017543,44.21052631578945,58.45588235294118,27.973568281938327,16.519823788546255,23.925457295001912
2025-06-16,58000.0,60600.0,56900.0,59500.0,103407109.0,58275.0,57460.0,56420.0,56410.0,56390.0,63570.0,56410.0,61061.157184819,51758.842815181,83695805.15,-361.8574078626625,-1143.8730692192246,782.0156613565621,67.68459610564872,55.42702911123962,58.75912408759124,27.13347921225383,16.411378555798688,22.66614261293969
2025-06-23,58400.0,61600.0,57600.0,60800.0,100965975.0,59425.0,58780.0,56970.0,56765.0,56335.0,63290.0,56765.0,61624.40217245732,51905.59782754268,83420227.7,-32.02500911864627,-921.5034571991089,889.4784480804626,73.46443030653556,65.88008482745323,47.92626728110599,17.798594847775178,17.564402810304447,18.842736007336185
2025-06-30,61200.0,64700.0,59800.0,63300.0,101598834.0,60475.0,60200.0,57730.0,57130.0,56312.5,63025.0,57130.0,62779.81601936119,51480.18398063881,82248642.45,426.1858447020859,-651.9655968188699,1078.1514415209558,82.49208418699943,74.54703686639455,56.82819383259912,23.725055432372503,7.5388026607538805,20.74694274978251
2025-07-07,62900.0,63300.0,60200.0,62600.0,88820970.0,61550.0,60900.0,58560.0,57350.0,56362.5,62778.333333333336,57350.0,63496.11558971226,51203.88441028774,81528207.35,724.4856778128888,-376.6753418925182,1101.161019705407,85.71738995467808,80.55796814940435,66.83937823834196,24.48512585812357,8.695652173913043,21.78812118968877
2025-07-14,62300.0,67800.0,61800.0,67100.0,118448922.0,63450.0,62660.0,59790.0,57980.0,56557.5,62631.666666666664,57980.0,65356.09224739659,50603.90775260341,82956013.6,1308.9144852038226,-39.55737647325003,1348.4718616770726,88.45814801458509,85.55587405208753,75.98253275109171,33.11546840958606,8.278867102396514,23.8350295052538
2025-07-21,67400.0,68800.0,64900.0,65900.0,74980315.0,64725.0,63940.0,60700.0,58590.0,56730.0,62505.0,58590.0,66476.00359063942,50703.996409360574,83621737.2,1656.1574028439718,299.58557939019437,1356.5718234537774,86.01118427005707,86.72890741310675,72.08333333333334,32.20338983050848,11.228813559322033,26.49916654303405
2025-07-28,68200.0,74000.0,67200.0,68900.0,148891490.0,66125.0,65560.0,62170.0,59300.0,57055.0,62365.0,59300.0,68202.74942747576,50397.25057252424,86885657.35,2148.6564704783523,669.399757607826,1479.2567128705264,83.56900342343438,86.01277856935884,74.81203007518798,38.059701492537314,9.514925373134329,30.081698001213176
2025-08-04,69500.0,72400.0,68300.0,71800.0,78964731.0,68425.0,67260.0,63730.0,59805.0,57392.5,62235.0,59805.0,70286.75859089942,49323.24140910058,82420694.4,2741.3704810696363,1083.7939023001882,1657.5765787694481,81.61137028458334,83.73051932602492,81.13879003558719,36.64259927797834,11.191335740072201,33.14586005973431
2025-08-11,72000.0,72400.0,70800.0,71600.0,51403773.0,69550.0,69060.0,64980.0,60375.0,57757.5,62095.0,60375.0,72111.91881022842,48638.081189771576,80768308.15,3158.552449697345,1498.7456117796196,1659.8068379177253,84.07224958949097,83.08420776583621,80.2158273381295,36.37992831541219,15.412186379928317,35.341634297031035
2025-08-18,71100.0,71900.0,69400.0,71400.0,69571224.0,70925.0,69920.0,66290.0,61140.0,58205.0,61926.666666666664,61140.0,73671.29136034647,48608.70863965353,79801233.75,3433.455103753833,1885.6875101744624,1547.7675935793707,88.17733990147782,84.62031992518403,78.07692307692308,31.55963302752294,15.77981651376147,36.45422886756953
2025-08-25,71700.0,71800.0,69600.0,69700.0,58496267.0,71125.0,70680.0,67310.0,61865.0,58547.5,61636.666666666664,61865.0,74625.01567397153,49104.98432602846,76976680.1,3474.0944469177048,2203.368897523111,1270.7255493945936,84.72906403940887,85.65955117679255,80.87649402390439,31.851851851851855,16.296296296296294,38.488697131546
2025-09-01,68400.0,70400.0,67500.0,69500.0,56573172.0,70550.0,70800.0,68180.0,62575.0,58930.0,61388.333333333336,62575.0,75377.11742354816,49772.88257645185,77155154.25,3450.3891522806516,2452.7729484746196,997.616203806032,80.24298444678142,84.38312946255603,78.54077253218884,31.273408239700373,16.479400749063668,38.91586799989334
2025-09-08,69800.0,75600.0,69600.0,75400.0,95011556.0,71500.0,71520.0,69390.0,63560.0,59462.5,61238.333333333336,63560.0,77142.55847536986,49977.441524630136,79436397.65,3863.151224547568,2734.8486036892095,1128.3026208583583,84.15577213238858,83.04260687285961,80.98859315589354,34.40860215053763,15.770609318996415,39.00972372400116
